_id,_type,topConceptOf,isPartOf,prefLabel,altLabel,notation,definition,scopeNote,broader,relevantDataType,relevantRiepr,relevantProperty,relevantUnit
conceptscheme:onttrekkingspunt_eigenschappen,skos:ConceptScheme,,conceptscheme:systeem_eigenschappen,Onttrekkingspunt eigenschappen,,,Een typering van verschillende eigenschappen voor onttrekkingspunten.
riepr-onttrekkingspunt-eigenschappen:diepte,skos:Concept,conceptscheme:onttrekkingspunt_eigenschappen,,Diepte van een grondwaterput,,diepte,,,,http://www.w3.org/2001/XMLSchema#decimal,riepr-onttrekkingspunt-type:grondwaterput,http://dbpedia.org/ontology/depth,http://qudt.org/vocab/unit/M
