_id,_type,topConceptOf,isPartOf,prefLabel,notation,definition,scopeNote,broader,relation,relevantDataType,relevantCodeList,relevantRiepr,relevantUnit,isVerplicht,isMeervoudig
conceptscheme:uitwisselpunt_eigenschappen,skos:ConceptScheme,,conceptscheme:systeem_eigenschappen,Uitwisselpunt eigenschappen,,Een typering van verschillende eigenschappen voor installaties.
