_id,_type,topConceptOf,inScheme,prefLabel,altLabel,notation,definition,scopeNote,broader,relevantDataType,seeAlso
conceptscheme:aangifte_type,skos:ConceptScheme,,,Aangifte types,,,Een typering van verschillende aangiftes,,
riepr-aangifte-type:structuur,skos:Concept,conceptscheme:aangifte_type,conceptscheme:aangifte_type,Structuur,,VASTE_GEGEVENS,,,,,
riepr-aangifte-type:operationeel,skos:Concept,conceptscheme:aangifte_type,conceptscheme:aangifte_type,Operationeel,,OPERATIONELE_GEGEVENS
